HSCode,value,country
12,0.2,BULGARIA
15,0.01,BULGARIA
17,0.02,BULGARIA
18,,BULGARIA
19,0.14,BULGARIA
20,0.08,BULGARIA
21,,BULGARIA
22,0.03,BULGARIA
23,1.01,BULGARIA
24,1.36,BULGARIA
25,0.84,BULGARIA
28,27.49,BULGARIA
29,1,BULGARIA
30,0.28,BULGARIA
31,18.75,BULGARIA
32,,BULGARIA
33,1.8,BULGARIA
34,0.2,BULGARIA
35,0.02,BULGARIA
38,0.03,BULGARIA
39,0.93,BULGARIA
40,0.06,BULGARIA
42,0.07,BULGARIA
44,0.36,BULGARIA
47,0.26,BULGARIA
48,0.11,BULGARIA
49,0.05,BULGARIA
50,0,BULGARIA
51,0.03,BULGARIA
54,0.02,BULGARIA
55,0.09,BULGARIA
56,0,BULGARIA
57,0.05,BULGARIA
59,0.08,BULGARIA
60,0.01,BULGARIA
61,0.24,BULGARIA
62,0.3,BULGARIA
63,0.45,BULGARIA
64,0.03,BULGARIA
65,0.01,BULGARIA
66,,BULGARIA
68,0.06,BULGARIA
69,0.03,BULGARIA
70,0.6,BULGARIA
72,8.59,BULGARIA
73,0.17,BULGARIA
74,0.46,BULGARIA
75,0.05,BULGARIA
76,3.96,BULGARIA
79,0.81,BULGARIA
81,0.32,BULGARIA
82,0.12,BULGARIA
83,0.01,BULGARIA
84,18.45,BULGARIA
85,20.09,BULGARIA
86,0.15,BULGARIA
87,0.1,BULGARIA
90,14.83,BULGARIA
91,0,BULGARIA
93,0.03,BULGARIA
94,0.08,BULGARIA
95,0.09,BULGARIA
96,0.05,BULGARIA
98,,BULGARIA
99,0,BULGARIA
8,71.16,BURKINA FASO
12,1.18,BURKINA FASO
15,,BURKINA FASO
29,0.09,BURKINA FASO
52,1.99,BURKINA FASO
71,806.85,BURKINA FASO
94,0,BURKINA FASO
33,,BURUNDI
49,,BURUNDI
71,0.22,BURUNDI
78,3.19,BURUNDI
79,1.1,BURUNDI
84,0.02,BURUNDI
85,,BURUNDI
90,0.02,BURUNDI
99,,BURUNDI
44,1.84,C AFRI REP
71,,C AFRI REP
72,0.05,C AFRI REP
74,0.1,C AFRI REP
76,0.03,C AFRI REP
85,,C AFRI REP
8,1.83,CAMBODIA
9,1.06,CAMBODIA
11,,CAMBODIA
15,0.07,CAMBODIA
21,1.31,CAMBODIA
22,,CAMBODIA
29,0.07,CAMBODIA
34,,CAMBODIA
38,0.55,CAMBODIA
39,0.04,CAMBODIA
40,4.21,CAMBODIA
41,0.01,CAMBODIA
42,0.52,CAMBODIA
44,2.69,CAMBODIA
48,0.02,CAMBODIA
49,0.05,CAMBODIA
50,0,CAMBODIA
52,0,CAMBODIA
54,0.09,CAMBODIA
55,0.02,CAMBODIA
56,0,CAMBODIA
57,0.03,CAMBODIA
58,0,CAMBODIA
59,0.01,CAMBODIA
60,0.08,CAMBODIA
61,13.76,CAMBODIA
62,7.19,CAMBODIA
63,1.15,CAMBODIA
64,5.35,CAMBODIA
65,0.05,CAMBODIA
66,0,CAMBODIA
68,0,CAMBODIA
71,0.01,CAMBODIA
72,,CAMBODIA
73,0,CAMBODIA
74,,CAMBODIA
82,,CAMBODIA
83,0,CAMBODIA
84,0.1,CAMBODIA
85,1.12,CAMBODIA
87,0.15,CAMBODIA
90,1.09,CAMBODIA
91,,CAMBODIA
94,0,CAMBODIA
95,,CAMBODIA
97,0,CAMBODIA
98,,CAMBODIA
99,,CAMBODIA
8,0.03,CAMEROON
12,0.52,CAMEROON
13,1.37,CAMEROON
18,3.16,CAMEROON
19,,CAMEROON
25,,CAMEROON
27,319.05,CAMEROON
30,0,CAMEROON
32,0,CAMEROON
34,0,CAMEROON
38,,CAMEROON
39,0.01,CAMEROON
40,0.44,CAMEROON
44,12.91,CAMEROON
47,0.02,CAMEROON
48,0,CAMEROON
52,2.32,CAMEROON
59,,CAMEROON
72,0.4,CAMEROON
76,0.17,CAMEROON
78,2.33,CAMEROON
84,0.3,CAMEROON
85,0.07,CAMEROON
90,0.04,CAMEROON
94,0.03,CAMEROON
95,0.04,CAMEROON
99,,CAMEROON
1,0,CANADA
2,,CANADA
3,0.49,CANADA
4,0.09,CANADA
5,0.37,CANADA
7,178.82,CANADA
8,2.78,CANADA
9,0.13,CANADA
10,0,CANADA
11,0.38,CANADA
12,0.08,CANADA
13,0.17,CANADA
15,0.39,CANADA
16,0.4,CANADA
17,3.07,CANADA
18,0.04,CANADA
19,0.05,CANADA
20,0.63,CANADA
21,1.77,CANADA
22,0.31,CANADA
23,3.08,CANADA
25,0.59,CANADA
26,76.15,CANADA
27,"1,165.81",CANADA
28,9.14,CANADA
29,14.01,CANADA
30,16.26,CANADA
31,387.03,CANADA
32,6.38,CANADA
33,1.45,CANADA
34,1.4,CANADA
35,1.16,CANADA
36,0.93,CANADA
37,0.01,CANADA
38,15.17,CANADA
39,26.78,CANADA
40,4.61,CANADA
41,1.42,CANADA
42,0.2,CANADA
44,8.66,CANADA
46,,CANADA
47,325.97,CANADA
48,203.8,CANADA
49,1.61,CANADA
50,0,CANADA
51,0.01,CANADA
52,1.52,CANADA
53,0.03,CANADA
54,0.32,CANADA
55,0.14,CANADA
56,0.34,CANADA
57,0.11,CANADA
58,0.13,CANADA
59,0.88,CANADA
60,0.3,CANADA
61,0.07,CANADA
62,0.13,CANADA
63,21.09,CANADA
64,0.19,CANADA
65,0.02,CANADA
66,0,CANADA
67,0.02,CANADA
68,1.79,CANADA
69,0.54,CANADA
70,0.77,CANADA
71,277.05,CANADA
72,138.84,CANADA
73,12.75,CANADA
74,16.22,CANADA
75,20.11,CANADA
76,31.6,CANADA
78,8.66,CANADA
79,3.94,CANADA
80,0.16,CANADA
81,0.8,CANADA
82,2.31,CANADA
83,0.93,CANADA
84,178.68,CANADA
85,98.79,CANADA
86,0.67,CANADA
87,13.95,CANADA
88,148.89,CANADA
89,3.49,CANADA
90,57.08,CANADA
91,0.02,CANADA
92,0.06,CANADA
93,0.34,CANADA
94,5.29,CANADA
95,2.6,CANADA
96,0.74,CANADA
97,0.2,CANADA
98,0.99,CANADA
99,0.11,CANADA
72,1.12,CAPE VERDE IS
74,1.03,CAPE VERDE IS
76,0.46,CAPE VERDE IS
84,,CAPE VERDE IS
85,0.3,CAPE VERDE IS
33,,CAYMAN IS
35,,CAYMAN IS
39,,CAYMAN IS
40,0,CAYMAN IS
44,0.17,CAYMAN IS
48,,CAYMAN IS
59,,CAYMAN IS
68,0,CAYMAN IS
71,0,CAYMAN IS
73,0,CAYMAN IS
84,0.06,CAYMAN IS
85,,CAYMAN IS
90,0,CAYMAN IS
99,,CAYMAN IS
8,,CHAD
9,0.08,CHAD
12,0.19,CHAD
13,4.36,CHAD
27,471.48,CHAD
32,,CHAD
42,,CHAD
52,,CHAD
76,0.02,CHAD
84,,CHAD
3,0.09,CHILE
6,0.05,CHILE
7,0.02,CHILE
8,93.4,CHILE
9,0.03,CHILE
10,0.34,CHILE
11,2.03,CHILE
12,5.82,CHILE
13,0.1,CHILE
15,0.79,CHILE
17,,CHILE
20,1.74,CHILE
21,0,CHILE
22,1.22,CHILE
23,0.22,CHILE
25,0.06,CHILE
26,862,CHILE
27,13.52,CHILE
28,70.31,CHILE
29,7.01,CHILE
30,0.31,CHILE
31,2.41,CHILE
32,,CHILE
33,,CHILE
34,,CHILE
35,0.11,CHILE
38,0.05,CHILE
39,4.8,CHILE
40,0.24,CHILE
41,0.3,CHILE
42,,CHILE
44,0.93,CHILE
47,56.87,CHILE
48,5.06,CHILE
49,0,CHILE
51,0.02,CHILE
52,,CHILE
54,0.02,CHILE
55,,CHILE
56,0,CHILE
57,0,CHILE
58,,CHILE
59,0.03,CHILE
60,0.02,CHILE
61,0.04,CHILE
62,,CHILE
63,0.03,CHILE
64,,CHILE
67,,CHILE
68,0,CHILE
70,,CHILE
71,40.15,CHILE
72,19.31,CHILE
73,0.26,CHILE
74,28.52,CHILE
75,,CHILE
76,12.04,CHILE
78,2.77,CHILE
79,0.65,CHILE
81,0,CHILE
82,0.05,CHILE
83,,CHILE
84,1.94,CHILE
85,0.47,CHILE
86,0.01,CHILE
87,0.01,CHILE
89,0,CHILE
90,0.09,CHILE
91,,CHILE
94,0,CHILE
95,,CHILE
96,0.01,CHILE
97,,CHILE
98,1.25,CHILE
99,,CHILE
1,0,CHINA P RP
3,0.94,CHINA P RP
4,,CHINA P RP
5,2.47,CHINA P RP
6,3.77,CHINA P RP
7,50.11,CHINA P RP
8,6.53,CHINA P RP
9,10.33,CHINA P RP
10,0.2,CHINA P RP
11,18.21,CHINA P RP
12,11.77,CHINA P RP
13,16.87,CHINA P RP
14,30.46,CHINA P RP
15,19.89,CHINA P RP
16,0.67,CHINA P RP
17,8.47,CHINA P RP
18,1.2,CHINA P RP
19,0.83,CHINA P RP
20,25.72,CHINA P RP
21,16.12,CHINA P RP
22,0.44,CHINA P RP
23,55.43,CHINA P RP
24,1.35,CHINA P RP
25,164.77,CHINA P RP
26,35.31,CHINA P RP
27,"1,047.32",CHINA P RP
28,"1,050.23",CHINA P RP
29,"8,596.25",CHINA P RP
30,148.36,CHINA P RP
31,"2,053.22",CHINA P RP
32,524.89,CHINA P RP
33,144.84,CHINA P RP
34,111.93,CHINA P RP
35,128.48,CHINA P RP
36,0.06,CHINA P RP
37,22.37,CHINA P RP
38,"1,290.59",CHINA P RP
39,"2,722.6",CHINA P RP
40,294.53,CHINA P RP
41,26.57,CHINA P RP
42,377.04,CHINA P RP
43,2.9,CHINA P RP
44,126.77,CHINA P RP
45,0.7,CHINA P RP
46,2.67,CHINA P RP
47,23.05,CHINA P RP
48,483.39,CHINA P RP
49,20.75,CHINA P RP
50,134.17,CHINA P RP
51,45.26,CHINA P RP
52,121.05,CHINA P RP
53,98.95,CHINA P RP
54,447.87,CHINA P RP
55,304.61,CHINA P RP
56,117.82,CHINA P RP
57,37.6,CHINA P RP
58,83.87,CHINA P RP
59,530.23,CHINA P RP
60,414.21,CHINA P RP
61,197.89,CHINA P RP
62,103.68,CHINA P RP
63,179.4,CHINA P RP
64,410.24,CHINA P RP
65,17.1,CHINA P RP
66,35.72,CHINA P RP
67,22.14,CHINA P RP
68,539.19,CHINA P RP
69,340.75,CHINA P RP
70,618.22,CHINA P RP
71,428.73,CHINA P RP
72,"1,422.37",CHINA P RP
73,"1,735.33",CHINA P RP
74,232.35,CHINA P RP
75,41.17,CHINA P RP
76,"1,174.62",CHINA P RP
78,1.52,CHINA P RP
79,15.9,CHINA P RP
80,5.81,CHINA P RP
81,244.9,CHINA P RP
82,324.94,CHINA P RP
83,402.82,CHINA P RP
84,"13,383.76",CHINA P RP
85,"20,627.56",CHINA P RP
86,180.57,CHINA P RP
87,"1,521.1",CHINA P RP
88,7.78,CHINA P RP
89,78.81,CHINA P RP
90,"1,587.69",CHINA P RP
91,49.94,CHINA P RP
92,35.16,CHINA P RP
93,0,CHINA P RP
94,987.58,CHINA P RP
95,451.71,CHINA P RP
96,339.56,CHINA P RP
97,1.31,CHINA P RP
98,554.93,CHINA P RP
99,0.03,CHINA P RP
22,,CHRISTMAS IS.
40,,CHRISTMAS IS.
73,,CHRISTMAS IS.
82,,CHRISTMAS IS.
84,,CHRISTMAS IS.
85,,CHRISTMAS IS.
86,,CHRISTMAS IS.
90,,CHRISTMAS IS.
84,,COCOS IS
85,0,COCOS IS
3,,COLOMBIA
6,0.04,COLOMBIA
8,0,COLOMBIA
9,0.22,COLOMBIA
11,0,COLOMBIA
13,,COLOMBIA
15,0.49,COLOMBIA
17,0.59,COLOMBIA
18,0.17,COLOMBIA
21,0.08,COLOMBIA
23,,COLOMBIA
25,,COLOMBIA
27,570.77,COLOMBIA
28,1.6,COLOMBIA
29,0.52,COLOMBIA
30,0.25,COLOMBIA
31,0.02,COLOMBIA
32,0.66,COLOMBIA
33,0.02,COLOMBIA
34,,COLOMBIA
35,0,COLOMBIA
38,0.28,COLOMBIA
39,70.79,COLOMBIA
40,0.01,COLOMBIA
41,0.4,COLOMBIA
42,,COLOMBIA
43,0,COLOMBIA
44,8.98,COLOMBIA
47,,COLOMBIA
48,0.01,COLOMBIA
49,,COLOMBIA
54,0.01,COLOMBIA
55,0.05,COLOMBIA
58,0.01,COLOMBIA
59,0.07,COLOMBIA
60,,COLOMBIA
61,0.19,COLOMBIA
62,0.11,COLOMBIA
63,0.02,COLOMBIA
68,0.02,COLOMBIA
69,,COLOMBIA
70,0.02,COLOMBIA
71,380.3,COLOMBIA
72,7.61,COLOMBIA
73,0,COLOMBIA
74,0.09,COLOMBIA
76,6.22,COLOMBIA
78,,COLOMBIA
79,1.67,COLOMBIA
82,0.01,COLOMBIA
83,0,COLOMBIA
84,2.46,COLOMBIA
85,0.13,COLOMBIA
87,0.04,COLOMBIA
88,0.01,COLOMBIA
90,0.03,COLOMBIA
95,,COLOMBIA
96,0,COLOMBIA
97,,COLOMBIA
98,0,COLOMBIA
99,,COLOMBIA
9,30.83,COMOROS
27,0.01,COMOROS
38,0,COMOROS
72,0.56,COMOROS
74,0.11,COMOROS
76,0.02,COMOROS
85,0.34,COMOROS
89,0.52,COMOROS
98,,COMOROS
12,3.09,CONGO D. REP.
18,4.81,CONGO D. REP.
19,0,CONGO D. REP.
26,0.99,CONGO D. REP.
27,,CONGO D. REP.
28,0,CONGO D. REP.
29,0.34,CONGO D. REP.
30,,CONGO D. REP.
39,0,CONGO D. REP.
44,0.49,CONGO D. REP.
48,,CONGO D. REP.
71,0.04,CONGO D. REP.
72,1.18,CONGO D. REP.
73,,CONGO D. REP.
74,0.76,CONGO D. REP.
76,2.6,CONGO D. REP.
78,0.07,CONGO D. REP.
81,1.7,CONGO D. REP.
84,0.19,CONGO D. REP.
85,2.74,CONGO D. REP.
90,0,CONGO D. REP.
12,0.05,CONGO P REP
18,3.34,CONGO P REP
26,0.72,CONGO P REP
27,342.9,CONGO P REP
30,0,CONGO P REP
32,,CONGO P REP
38,0,CONGO P REP
39,,CONGO P REP
40,0,CONGO P REP
44,1.03,CONGO P REP
71,0.03,CONGO P REP
72,16.8,CONGO P REP
73,0.15,CONGO P REP
74,35.94,CONGO P REP
76,2.41,CONGO P REP
78,0.45,CONGO P REP
79,,CONGO P REP
81,,CONGO P REP
82,,CONGO P REP
84,0.55,CONGO P REP
85,1.27,CONGO P REP
86,,CONGO P REP
90,0.01,CONGO P REP
94,,CONGO P REP
99,,CONGO P REP
22,,COOK IS
41,0,COOK IS
69,0.02,COOK IS
12,0.59,COSTA RICA
23,,COSTA RICA
26,0.09,COSTA RICA
29,,COSTA RICA
30,0,COSTA RICA
32,0.05,COSTA RICA
33,0.01,COSTA RICA
35,0,COSTA RICA
38,0,COSTA RICA
39,0.04,COSTA RICA
40,0.01,COSTA RICA
41,,COSTA RICA
42,,COSTA RICA
44,43.98,COSTA RICA
47,1.31,COSTA RICA
48,0.08,COSTA RICA
53,0.01,COSTA RICA
59,0.08,COSTA RICA
61,0.06,COSTA RICA
70,0.05,COSTA RICA
71,0,COSTA RICA
72,1.18,COSTA RICA
73,0.01,COSTA RICA
74,,COSTA RICA
76,0.19,COSTA RICA
79,0.31,COSTA RICA
82,0,COSTA RICA
84,1.92,COSTA RICA
85,0.48,COSTA RICA
90,0.09,COSTA RICA
94,,COSTA RICA
96,,COSTA RICA
99,,COSTA RICA
8,348.03,COTE D' IVOIRE
9,1.36,COTE D' IVOIRE
12,4.24,COTE D' IVOIRE
14,0.04,COTE D' IVOIRE
18,20.98,COTE D' IVOIRE
23,0.04,COTE D' IVOIRE
26,42.17,COTE D' IVOIRE
27,0,COTE D' IVOIRE
29,,COTE D' IVOIRE
32,,COTE D' IVOIRE
39,0.04,COTE D' IVOIRE
40,48.92,COTE D' IVOIRE
44,7.34,COTE D' IVOIRE
47,0.82,COTE D' IVOIRE
52,10.91,COTE D' IVOIRE
71,100.6,COTE D' IVOIRE
72,0.95,COTE D' IVOIRE
73,0.01,COTE D' IVOIRE
74,1.09,COTE D' IVOIRE
76,3.84,COTE D' IVOIRE
78,3.8,COTE D' IVOIRE
81,0.16,COTE D' IVOIRE
84,0.29,COTE D' IVOIRE
85,7.41,COTE D' IVOIRE
98,,COTE D' IVOIRE
99,,COTE D' IVOIRE
3,0,CROATIA
8,0.17,CROATIA
9,0.28,CROATIA
12,1.22,CROATIA
20,0.01,CROATIA
21,0.01,CROATIA
22,0.09,CROATIA
24,0.08,CROATIA
25,0.73,CROATIA
27,0.67,CROATIA
28,6.98,CROATIA
29,1.89,CROATIA
30,0.12,CROATIA
32,0,CROATIA
33,0.01,CROATIA
34,0.05,CROATIA
38,0.1,CROATIA
39,0.09,CROATIA
40,0.02,CROATIA
41,0.32,CROATIA
42,,CROATIA
44,1.63,CROATIA
46,0.01,CROATIA
48,0.32,CROATIA
49,0,CROATIA
51,0.04,CROATIA
55,0.01,CROATIA
56,,CROATIA
61,0,CROATIA
62,0,CROATIA
63,0.08,CROATIA
64,,CROATIA
65,0.8,CROATIA
66,0.01,CROATIA
68,0,CROATIA
69,0.1,CROATIA
70,0.01,CROATIA
72,0.48,CROATIA
73,0.04,CROATIA
74,0.06,CROATIA
76,0.01,CROATIA
82,0.02,CROATIA
83,0.37,CROATIA
84,3.91,CROATIA
85,1.42,CROATIA
87,,CROATIA
89,16.23,CROATIA
90,0.35,CROATIA
94,0.13,CROATIA
96,0,CROATIA
98,0.01,CROATIA
99,,CROATIA
24,0.52,CUBA
30,2.59,CUBA
32,0,CUBA
38,0.25,CUBA
39,0.15,CUBA
47,,CUBA
53,0,CUBA
76,0.04,CUBA
78,0.14,CUBA
82,0,CUBA
84,,CUBA
85,0.1,CUBA
87,,CUBA
90,0,CUBA
97,,CUBA
12,0.25,CYPRUS
15,0.13,CYPRUS
19,,CYPRUS
20,0.01,CYPRUS
21,,CYPRUS
22,0.39,CYPRUS
25,3.9,CYPRUS
26,,CYPRUS
27,3.2,CYPRUS
28,0.23,CYPRUS
29,0.13,CYPRUS
30,0.03,CYPRUS
32,0.01,CYPRUS
33,,CYPRUS
34,0,CYPRUS
38,0.11,CYPRUS
39,0.42,CYPRUS
40,0,CYPRUS
42,0,CYPRUS
47,3.62,CYPRUS
48,,CYPRUS
49,0,CYPRUS
51,0.17,CYPRUS
61,,CYPRUS
63,0,CYPRUS
64,,CYPRUS
66,,CYPRUS
70,0,CYPRUS
72,0.72,CYPRUS
73,0.32,CYPRUS
74,0.94,CYPRUS
76,3.74,CYPRUS
78,0.1,CYPRUS
79,,CYPRUS
82,0,CYPRUS
83,5.5,CYPRUS
84,5.04,CYPRUS
85,0.1,CYPRUS
86,0.13,CYPRUS
89,363.24,CYPRUS
90,0.01,CYPRUS
93,1.06,CYPRUS
94,0,CYPRUS
95,0.04,CYPRUS
96,,CYPRUS
98,0.22,CYPRUS
99,,CYPRUS
1,,CZECH REPUBLIC
4,0.2,CZECH REPUBLIC
6,0.01,CZECH REPUBLIC
9,0.06,CZECH REPUBLIC
11,,CZECH REPUBLIC
12,0.04,CZECH REPUBLIC
13,0.3,CZECH REPUBLIC
17,0.01,CZECH REPUBLIC
19,0.02,CZECH REPUBLIC
21,0,CZECH REPUBLIC
22,0.36,CZECH REPUBLIC
23,0.73,CZECH REPUBLIC
25,0.29,CZECH REPUBLIC
27,0.91,CZECH REPUBLIC
28,0.82,CZECH REPUBLIC
29,18.11,CZECH REPUBLIC
30,1.36,CZECH REPUBLIC
31,0,CZECH REPUBLIC
32,4.8,CZECH REPUBLIC
33,0.94,CZECH REPUBLIC
34,0.16,CZECH REPUBLIC
35,0.07,CZECH REPUBLIC
37,0.13,CZECH REPUBLIC
38,1.96,CZECH REPUBLIC
39,4.25,CZECH REPUBLIC
40,9.89,CZECH REPUBLIC
41,0.04,CZECH REPUBLIC
42,0.06,CZECH REPUBLIC
44,0.63,CZECH REPUBLIC
47,0.01,CZECH REPUBLIC
48,2.15,CZECH REPUBLIC
49,0.01,CZECH REPUBLIC
51,0.74,CZECH REPUBLIC
52,0.03,CZECH REPUBLIC
53,0.01,CZECH REPUBLIC
54,0.06,CZECH REPUBLIC
55,0.03,CZECH REPUBLIC
56,0.28,CZECH REPUBLIC
57,0.02,CZECH REPUBLIC
58,0.08,CZECH REPUBLIC
59,0.3,CZECH REPUBLIC
61,0.01,CZECH REPUBLIC
62,0.04,CZECH REPUBLIC
63,0.1,CZECH REPUBLIC
64,0.12,CZECH REPUBLIC
65,0.01,CZECH REPUBLIC
66,0,CZECH REPUBLIC
68,1.1,CZECH REPUBLIC
69,2.53,CZECH REPUBLIC
70,7.46,CZECH REPUBLIC
71,0.74,CZECH REPUBLIC
72,5.6,CZECH REPUBLIC
73,6.97,CZECH REPUBLIC
74,0.51,CZECH REPUBLIC
75,0.2,CZECH REPUBLIC
76,0.38,CZECH REPUBLIC
79,,CZECH REPUBLIC
80,0.02,CZECH REPUBLIC
81,0,CZECH REPUBLIC
82,0.86,CZECH REPUBLIC
83,0.99,CZECH REPUBLIC
84,109.8,CZECH REPUBLIC
85,26.31,CZECH REPUBLIC
86,5.37,CZECH REPUBLIC
87,11.4,CZECH REPUBLIC
88,0.46,CZECH REPUBLIC
90,21.85,CZECH REPUBLIC
91,0.01,CZECH REPUBLIC
92,0,CZECH REPUBLIC
93,0.45,CZECH REPUBLIC
94,1.82,CZECH REPUBLIC
95,0.18,CZECH REPUBLIC
96,0.06,CZECH REPUBLIC
97,0,CZECH REPUBLIC
98,3.53,CZECH REPUBLIC
99,0,CZECH REPUBLIC
1,0.02,DENMARK
3,0.59,DENMARK
4,1.82,DENMARK
6,0.01,DENMARK
7,0.01,DENMARK
11,0.85,DENMARK
12,0.14,DENMARK
13,1.03,DENMARK
15,0.65,DENMARK
16,0.06,DENMARK
17,1.08,DENMARK
18,0.41,DENMARK
19,,DENMARK
20,0.03,DENMARK
21,1.06,DENMARK
22,0.18,DENMARK
23,0.07,DENMARK
24,,DENMARK
25,0.02,DENMARK
27,9.29,DENMARK
28,0.94,DENMARK
29,45.9,DENMARK
30,65.91,DENMARK
31,0,DENMARK
32,0.32,DENMARK
33,0.36,DENMARK
34,1.8,DENMARK
35,25.59,DENMARK
36,,DENMARK
37,,DENMARK
38,24.46,DENMARK
39,11.48,DENMARK
40,3.83,DENMARK
41,0.69,DENMARK
42,0.33,DENMARK
43,,DENMARK
44,1.89,DENMARK
46,0,DENMARK
48,0.83,DENMARK
49,0.48,DENMARK
51,0.01,DENMARK
52,,DENMARK
54,0.12,DENMARK
55,0.01,DENMARK
56,0.29,DENMARK
57,0.43,DENMARK
58,0.02,DENMARK
59,0.08,DENMARK
60,0.06,DENMARK
61,0.31,DENMARK
62,0.55,DENMARK
63,0.16,DENMARK
64,0.07,DENMARK
65,0,DENMARK
66,0.01,DENMARK
67,,DENMARK
68,6.15,DENMARK
69,0.77,DENMARK
70,0.88,DENMARK
71,0.62,DENMARK
72,22.16,DENMARK
73,6.77,DENMARK
74,14.88,DENMARK
75,0,DENMARK
76,10.21,DENMARK
78,0.11,DENMARK
79,0.54,DENMARK
80,0.01,DENMARK
81,0.03,DENMARK
82,0.76,DENMARK
83,0.39,DENMARK
84,130.35,DENMARK
85,45.29,DENMARK
86,1.38,DENMARK
87,1.47,DENMARK
88,0.08,DENMARK
89,3.94,DENMARK
90,68.7,DENMARK
91,0,DENMARK
92,,DENMARK
93,0.14,DENMARK
94,3.28,DENMARK
95,0.44,DENMARK
96,0.7,DENMARK
97,0.19,DENMARK
98,12.69,DENMARK
99,0.01,DENMARK
7,9.23,DJIBOUTI
9,0.79,DJIBOUTI
12,3.47,DJIBOUTI
17,,DJIBOUTI
25,0.01,DJIBOUTI
26,0.07,DJIBOUTI
27,0.12,DJIBOUTI
28,,DJIBOUTI
39,0.22,DJIBOUTI
41,0.05,DJIBOUTI
63,0,DJIBOUTI
70,,DJIBOUTI
71,0,DJIBOUTI
72,0.04,DJIBOUTI
74,0.11,DJIBOUTI
76,0.08,DJIBOUTI
79,0.02,DJIBOUTI
84,0,DJIBOUTI
85,1.63,DJIBOUTI
94,0,DJIBOUTI
3,0.13,DOMINIC REP
18,4.24,DOMINIC REP
22,0.01,DOMINIC REP
24,0.02,DOMINIC REP
25,0.01,DOMINIC REP
26,0.08,DOMINIC REP
29,0.15,DOMINIC REP
30,0.01,DOMINIC REP
39,0.09,DOMINIC REP
40,,DOMINIC REP
41,0.02,DOMINIC REP
44,0.04,DOMINIC REP
47,3.28,DOMINIC REP
48,0,DOMINIC REP
53,,DOMINIC REP
61,0,DOMINIC REP
62,,DOMINIC REP
63,0.1,DOMINIC REP
64,,DOMINIC REP
71,537.29,DOMINIC REP
72,12.34,DOMINIC REP
73,0.04,DOMINIC REP
74,0.14,DOMINIC REP
76,4.13,DOMINIC REP
79,1.22,DOMINIC REP
84,0.14,DOMINIC REP
85,0.49,DOMINIC REP
90,2.59,DOMINIC REP
94,0,DOMINIC REP
99,,DOMINIC REP
26,0.04,DOMINICA
44,,DOMINICA
47,0.04,DOMINICA
63,0.01,DOMINICA
71,,DOMINICA
72,0.02,DOMINICA
76,0.15,DOMINICA
79,0.01,DOMINICA
85,0.05,DOMINICA
3,1.89,ECUADOR
6,0.02,ECUADOR
9,3.13,ECUADOR
10,,ECUADOR
12,,ECUADOR
18,10.09,ECUADOR
19,,ECUADOR
20,0.02,ECUADOR
21,0.07,ECUADOR
27,128.39,ECUADOR
29,0.03,ECUADOR
30,0.08,ECUADOR
32,,ECUADOR
34,,ECUADOR
39,0.28,ECUADOR
40,0.07,ECUADOR
41,0.23,ECUADOR
44,70.38,ECUADOR
55,0,ECUADOR
62,0,ECUADOR
70,,ECUADOR
71,,ECUADOR
72,1.75,ECUADOR
73,,ECUADOR
76,1.06,ECUADOR
79,0.4,ECUADOR
83,,ECUADOR
84,1.01,ECUADOR
85,0.02,ECUADOR
86,,ECUADOR
90,,ECUADOR
95,,ECUADOR
96,0.32,ECUADOR
98,,ECUADOR
99,,ECUADOR
3,,EGYPT A RP
4,0.37,EGYPT A RP
6,0.02,EGYPT A RP
7,0.14,EGYPT A RP
8,39.83,EGYPT A RP
9,1.5,EGYPT A RP
12,12.93,EGYPT A RP
13,,EGYPT A RP
15,0.06,EGYPT A RP
17,,EGYPT A RP
18,2.44,EGYPT A RP
19,,EGYPT A RP
20,0.77,EGYPT A RP
21,0.13,EGYPT A RP
23,0.14,EGYPT A RP
24,0.02,EGYPT A RP
25,97.98,EGYPT A RP
26,1.24,EGYPT A RP
27,"1,014.14",EGYPT A RP
28,110.7,EGYPT A RP
29,2.02,EGYPT A RP
30,0.08,EGYPT A RP
31,127.34,EGYPT A RP
32,4.01,EGYPT A RP
33,1.94,EGYPT A RP
34,5.09,EGYPT A RP
35,0.05,EGYPT A RP
38,6.92,EGYPT A RP
39,33.84,EGYPT A RP
40,0.74,EGYPT A RP
41,13.73,EGYPT A RP
42,0.01,EGYPT A RP
44,0.01,EGYPT A RP
48,0.06,EGYPT A RP
49,0.11,EGYPT A RP
51,1.82,EGYPT A RP
52,62.93,EGYPT A RP
53,0.4,EGYPT A RP
54,0.2,EGYPT A RP
55,80.72,EGYPT A RP
56,0.07,EGYPT A RP
57,0.5,EGYPT A RP
58,0.03,EGYPT A RP
59,0,EGYPT A RP
60,0.11,EGYPT A RP
61,0.23,EGYPT A RP
62,0.03,EGYPT A RP
63,,EGYPT A RP
64,0,EGYPT A RP
65,0,EGYPT A RP
68,3.13,EGYPT A RP
69,0.17,EGYPT A RP
70,13.74,EGYPT A RP
71,4.75,EGYPT A RP
72,3.97,EGYPT A RP
73,7.83,EGYPT A RP
74,3.41,EGYPT A RP
75,,EGYPT A RP
76,0.14,EGYPT A RP
78,1.94,EGYPT A RP
79,1.02,EGYPT A RP
82,0.08,EGYPT A RP
83,,EGYPT A RP
84,5.53,EGYPT A RP
